,company,number_reviews,search_city,star_rating,summary,title,website,how_paid,annual_salary,is_sponsored,time_since_posted,in_city,page
3866,Denver Health,93.0,"Denver, CO",3.5,"The Denver Health system includes the Rocky Mountain Regional Level I Trauma Center, a 525-bed acute care medical center, Denver’s 911 emergency medical...",RN-Statistical Research Specilist Nursing,http://www.indeed.com/rc/clk?jk=2f8a2db5819fc455&fccid=0a0a2172bfedd7b7,yearly,66654.0,0,more than 30 days ago,1,19
3867,National Jewish Health,47.0,"Denver, CO",3.55,"Summary The position performs as an entry level technologist under the direction of the laboratory manager/supervisor, specific analysis/assays in the clinical...",Clinical Laboratory Scientist I,http://www.indeed.com/rc/clk?jk=ccaefe5f556eafeb&fccid=5106f86f22f50099,,,0,19-24 days ago,1,19
3868,Ball Aerospace,35.0,"Denver, CO",3.6,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",RF Technician II (659851),http://www.indeed.com/rc/clk?jk=d006d1cc26e47f12&fccid=82c5e27e77990fa2,,,0,19-24 days ago,0,19
3869,Ball Aerospace,35.0,"Denver, CO",3.6,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Supplier Quality Engineering Technical Specialist (659611),http://www.indeed.com/rc/clk?jk=80801d62a78b7270&fccid=82c5e27e77990fa2,,,0,more than 30 days ago,0,19
3870,Ball Aerospace,35.0,"Denver, CO",3.6,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Technical Intern - Detector Engineer-GSE & Test (659550),http://www.indeed.com/rc/clk?jk=b9652c2efd0cb038&fccid=82c5e27e77990fa2,,,0,more than 30 days ago,0,19
3871,Ball Aerospace,35.0,"Denver, CO",3.6,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Principal Structural Engineer - Structural Analyst (659743),http://www.indeed.com/rc/clk?jk=43759c01798ab866&fccid=82c5e27e77990fa2,,,0,more than 30 days ago,0,19
3877,Ball Aerospace,35.0,"Denver, CO",3.6,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Principal Engineer - Space Systems (658788),http://www.indeed.com/rc/clk?jk=33d7a57db3a5b1bb&fccid=82c5e27e77990fa2,,,0,1-6 days ago,0,20
3878,Pearson,798.0,"Denver, CO",3.65,"Together with a highly multi\-disciplinary team of engineers, scientists, strategic partners, product managers and subject domain experts you will work on...",Sr Machine Learning Engineer,http://www.indeed.com/rc/clk?jk=1994037b11118b14&fccid=915b1c0ee87e5e8a,,,0,more than 30 days ago,0,20
3879,Ball Aerospace,35.0,"Denver, CO",3.6,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Subcontract Lead (659926),http://www.indeed.com/rc/clk?jk=13b613850d289aba&fccid=82c5e27e77990fa2,,,0,1-6 days ago,0,20
3880,LENA Research Foundation,,"Denver, CO",,"Experience supervising small teams of engineers and scientists. You will work in collaboration with leading scientists in child language development, speech and...",Sr. Research Engineer: Machine Learning and Computational Li...,http://www.indeed.com/cmp/LENA-Research-Foundation/jobs/Senior-Research-Engineer-b2cc43fd50039586?r=1&fccid=958c1224ffdef77c,,,0,more than 30 days ago,0,20
3881,Ball Aerospace,35.0,"Denver, CO",3.6,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Engineer I - Analog & Digital Designer (659931),http://www.indeed.com/rc/clk?jk=43ba2466f32367aa&fccid=82c5e27e77990fa2,,,0,1-6 days ago,0,20
3882,Ball Aerospace,35.0,"Denver, CO",3.6,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",Sr Engineer - Electrical Systems Box Responsible Engineer (6...,http://www.indeed.com/rc/clk?jk=c4b8a7c574ba2ee4&fccid=82c5e27e77990fa2,,,0,more than 30 days ago,0,20
3883,National Renewable Energy Laboratory,26.0,"Denver, CO",3.5,"Electronic structure, fundamental materials properties, inter facial science, correlated electron systems, nanoscale structures, multi- scale modeling including...",Chief Theorist,http://www.indeed.com/rc/clk?jk=b458f748c896a988&fccid=b4ae64835618776c,,,0,more than 30 days ago,0,20
3884,Honeywell,3556.0,"Denver, CO",3.7,"Optimize data accessibility and reporting, data integration and conversion,. SharePoint data management experience and/or Team Foundation Server experience....","Computer Scientist/Systems Analyst, (Software Engineer Senio...",http://www.indeed.com/rc/clk?jk=917feae78820c2fd&fccid=50208b5bf45ee3b8,,,0,more than 30 days ago,1,20
3885,National Renewable Energy Laboratory,26.0,"Denver, CO",3.5,"The candidate must be willing to work in an interdisciplinary field, together with scientists, engineers, policy analysts, and computer scientists, and will...",Energy Modeler - Engineer II,http://www.indeed.com/rc/clk?jk=d56315ff7316b6a1&fccid=b4ae64835618776c,,,0,more than 30 days ago,0,20
3886,MycoTechnology,,"Denver, CO",,"Interpreting data and adhering to strict guidelines on documentation when recording data. Being aware of, and keeping up to date with, health and safety issue....",Food / Flavor Application Scientist,http://www.indeed.com/cmp/MycoTechnology/jobs/Food-ea89828ad826e1c0?r=1&fccid=4002b615eb1f11e6,yearly,50000.0,0,more than 30 days ago,0,20
3890,Predictive Science,,"Kansas City, MO",,This is a freelance data scientist position who will work with other senior data scientists to consult with executives and data scientists who are a part of the...,Data Scientist,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bcgobz-t7weSGYTjoRWMIqcV9t0akB45B3k8NFJVZb5kkFpxn8bhfjltbVDjvx0bn0noTLqpSBW77839Ubfh4eL2ZvByfFlPegJkfgxbap4qbKzQXknClXAKQmaD18uRE6WyuXyxO_e8fzaqQSa7ZpchKmlB9uJiv4tjqU5a9sEIhB3nOUauSX0GJHdk7-IHYeT7V8fjHEUb-Ah03jT5wdU7ynvIRDc-yqE5WuUOkHYO_ekmCgPWZme5FZCmXmNJyUIUnzwqT0dZdZ2a8KrU8sqPWm6lNDP7vGElvaQgLoMVk0plTZoyAWWNsAdXHEyRZD-byfNKy7dz5XlvlqlQ9kFCgxoM7iWEFKcj_Rm06rgHSACYIoX95ENSLOyEzZsieHFpJrqO31QlNO2idg937Tn7b-ui2L_0U=&p=1&sk=&fvj=0,,,1,7-12 days ago,0,1
3891,Galvanize,2.0,"Kansas City, MO",5.0,"Lead Instructor, Principal Data Engineer - Enterprise. They lead by example and demonstrate from experience what data engineering and data science can do for...","Lead Instructor, Principal Data Scientist - Enterprise",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0By3afX3FEYv4679xm8FaBiPpkDYWUKX28nb0U3zZDRORLnHXyffqzqHPj5n-k1fjf0eUgWA4B1nHoG1XGNSGryAwkf7R0NR1YwCBGpaJlg4Mnp4CL0L3IpyztxIuzHxYcqjjZaoflksvJyVAxSwFTU6gN7K84_foh3lljoEvdbCOA9qnuczEeK7ukn5bZC5X6zoGQRtQafpAnoNUmelM7jVTZhf1LjLAObMZ3hNkWCkNyBH9NpVRCZM3IF0xZVeVO8Yi61JdeSP4-7VUaJO8tBjFJ3SY8EvSHzuMT232SXi4s5A1EiFOFqkMPywN0oNT3Jp9tqdXm7SXn8u2F-ZqyBSNeGaHwQlTyjXXkUNuWndHR_m_K6IcsoSFvHQaUuReZ0ISMkVVm2xw9QJ1U_JHKSIcBjRIM5tBj5RB_Z0hra5pc6hfmNbrY0rh9L3bN_zQ9alOf7YspYXXDV2iqNvRt4PfKPlhdytJ95Nsha-DlT9a2IKwPetbtRhTxoNHsAcMA47ykEcjVnRP9ZVkTCpC8sAUK8qSHlS64=&p=2&sk=&fvj=0,,,1,more than 30 days ago,0,1
3892,"CEVA Animal Health, LLC",,"Kansas City, MO",,"Data analysis & statistics. Team Work with other R&D groups, Production Departments and Scientific Support/Product Support Personnel....",Scientist I,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CTZjpIerEOcmHAHkr1cNmyAUT9NHuDaJiwuhiBY8TNhNP988VLer2tfKIfoIDZ_-NReXXLcWoX_6w-tyis5W-5867gi0FDzQDSNJQaRlfBP0oktVd_z5fcAhPBNZogvLZMwMcMrOKgCxEcedW15v4DnZ6WikZtl71xDkGLPI0Ojw7__xM0p24o4zQgvUV8Y4Y2f8vltN0Xn2kL5KAv7DVxD7tQgriVlGNIo7ww1WYyqOlxK44hMs6mloBgRN9l0movxSmfKcanxbxf_B25wKRXUcMkFjLnr8USNCsJzj-TjyhV7DijUdq75QffeqZQn_M7U4OW_8dkvwvTFAJgjymtWgo6E9M5xRtBgUgsA2TiwXMNO5ae592ZtIo08ziESXQy33P-HBo66RMqfA_oNoFWPVYFrzr8Er-cQMh-uNzubJ-5oBejDaAQ&p=3&sk=&fvj=0,,,1,more than 30 days ago,0,1
3893,Spring Venture Group,20.0,"Kansas City, MO",4.55,"Proficiency in SQL and Python, with an emphasis on using pandas and scikit-learn libraries High degree of proficiency and competency with machine learning...",Data Scientist,http://www.indeed.com/rc/clk?jk=8e6c8939065c7c34&fccid=3ca831f61e97b3ee,,,0,7-12 days ago,1,1
3894,Sara Software Systems LLC,,"Kansas City, MO",,"Assist product end users and site content administrators with site administration activities including configuration of data connections and sources, user...",Tableau Analyst,http://www.indeed.com/cmp/Sara-Software-Systems/jobs/Tableau-Analyst-21f78ad9ae2f9faa?r=1&fccid=50eef5f5b08854c3,,,0,in the last day,1,1
3895,The Nerdery,5.0,"Kansas City, MO",3.35,"Experience with Machine Learning algorithms, Data Mining techniques, Data Munging. Find meaningful patterns in data utilizing Python, R, or SAS....",Data Scientist: Kansas City,http://www.indeed.com/rc/clk?jk=bd051ff96521f084&fccid=6a72b8030d1f6cdf,,,0,more than 30 days ago,1,1
3896,Solairity Inc.,,"Kansas City, MO",,"You will build and implement machine learning models to make timely, automated decisions.We are looking for a mixture between a statistician, scientist, machine...",Data Scientist,"http://www.indeed.com/cmp/Avara-Ventures,-LLC/jobs/Data-Scientist-4637c466248b97f1?r=1&fccid=c91d1d725e8702d1",,,0,more than 30 days ago,1,1
3897,The University of Kansas Hospital,101.0,"Kansas City, MO",4.34999975,"Scientific research experience in public health, healthcare, or life science preferred. Experience in using data mining/analytical/statistical methods and...",Business Intelligence Statistician,http://www.indeed.com/rc/clk?jk=783c3a3b23df7fe2&fccid=567771de46fd6696,,,0,25-30 days ago,0,1
3898,DST Systems,109.0,"Kansas City, MO",3.4,"These individuals will support Machine Learning and Data Scientists by implementing analytic and sampling jobs in Spark, MapReduce, and SQL and will build new...",Data Engineer,http://www.indeed.com/rc/clk?jk=db85d771fc35d8db&fccid=b6c5dfca29f8ad35,,,0,more than 30 days ago,1,1
3899,The University of Kansas Medical Center,3.0,"Kansas City, MO",3.4,"Subject to the regulations of the State of Kansas, the Board of Regents and the University of Kansas Medical Center, I understand and agree that I may be...",Senior Scientist,http://www.indeed.com/rc/clk?jk=2dd09100eebb7c32&fccid=a92eeac00eed758e,,,0,in the last day,1,1
3900,Cerner Corporation,213.0,"Kansas City, MO",3.55,"Cerner Math is a new, innovative group focusing on developing data-driven business and mathematical model-based solutions for the health industry, positioning...",Data Scientist,http://www.indeed.com/rc/clk?jk=f9b7fe55f54fd8df&fccid=95fa2b94b684ec6b,,,0,more than 30 days ago,1,1
3901,Sogeti,78.0,"Kansas City, MO",3.4,Data Scientists need to be creative thinkers and propose innovative ways to look at problems by using data mining (the process of discovering new patterns from...,Data Scientist,http://www.indeed.com/rc/clk?jk=996a3725e7ef2f95&fccid=2083e3d4c1b62f16,,,0,more than 30 days ago,0,1
3902,Dentons US LLC,,"Kansas City, MO",,Manage the operation and collection of the Kansas City and St. Dentons offers a competitive salary and benefits package....,Research Analyst,http://www.indeed.com/rc/clk?jk=50d20475a55e3986&fccid=fdbc4e545cc483bc,,,0,7-12 days ago,1,1
3903,"Audible, Inc.",,"Kansas City, MO",,Do you enjoy working with Data Scientists to write software that can reshape the Audible business? You enjoy building and maintaining diverse software systems...,"Software Development Engineer, Data Science- Relocation Oppo...",http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D9Z_NigMRFBqnj4_9rPbMnaYMSgnKsRu0gcL5XJCnD3fAN5Vir87aLjFGm6jVWhz9wkzS2BgGinREYknrnjuB_-E4-0JeIFqzCCSK3GbmNyROhgtyr8hCJEjvWmKXVJd7PejxQeGzxBARN-gefniggXkcpQ_hCCMoN2aeeI1Y4ST9uoJ5UJcdWnVVpVtK427Y-KrLE8p7PQv1B4537Ornh9SqYE-lNb_3t-rrTOxEqyUaxfkAE108TMJOuTXuJPZUhCv9lL8hrOX-Ke9ZvKT-wv2Biel4I7_gV0i8zKPchn-udYJAdgDuoyzMab6-IyW2pbRKyxcRONSnulwCGrJUOfV8OlzQPgx9f_Sj80bwY9ETIZALZCSKXR651AcdJp_Yb4mOYE7hmcVZvEANM5ffTkkcyjrSlnwYS9DbtQ-iBT_bqCWbiWkoG0UNMPXeIycKwfoY4BiJ3VeDXR6Kg2BWfSQ1zdX8Nc_gjH-NPZRN8qwWmMUv5NG8mS61HgDlYYbM4leUxydBn9hq3A9fRGgwpusyD_5fqMyA3OeLqQf1q4S1vdtDHCAR0F43vETwVLcpO-N1IEyiQIkHwoS-bQpFjCosqjX_OK2fMbEMGxj_6gkaOcjLbCgd94bktNNO_-fVVo7E6KJPF53l0yCzjqW7Ql0eta2g_npew-y0ISBgQIoGou9IlaND4g1Ax8lpjgcwE09tGEz3D81-oIPBLGXt5-FGCLB-c5vJQ2MjhKCbctS_kso-AMEKJlSTcHtJF2oMXE-OPbtYKncwiBK8pKEwDJIi8jwWv1OyTcpVw8Qg8WBdqrfCFZa0rcmvT0uvnKk7bvaSPLefwvfInbi3GS8z6cesAZZrcMjAT8C-eIlj1tm4fftXDLFQgpLTHpgPqhRS9agGS7W2alv4saKUvR-eUHhx_tieoaf7Es9m_IZwA4oywFn2zZ7m1MHV7FZd26hg=&p=4&sk=&fvj=0,,,1,more than 30 days ago,0,1
3904,"Shook, Hardy & Bacon LLP",7.0,"Kansas City, MO",4.45,"A Research Analyst reviews, analyzes, organizes, assembles and summarizes medical, technical and scientific literature and documents. Master's degree (M.S., M....",Research Analyst,http://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BXghrdS9JnyVfUq6xEdXlKFQeAvHvw7UUZR8GB_MV2T5_lCJ3glmizb4jhnmZ9sF2SUfWJXUmmg0XMsgMmqylXS88_G79P1HAExGW51tG3MtK_uluJwVWN8DlYsZb53ElbQyybHnphon9P7gGIkk348d6WP9hSirHcspIx6y6dfYKN7viff0fp4wIkuhAp7N47AvkMlteLZihw5hTCTgFluWc_U1VZeiKvuKRScEfnYiOR1INxUdnll-Gta2YNO7TxluRg_EZrMFtMOHVMEYacbIbChRGZwiR95kL8B_xGWruyEBFrMlARBZBHIDqogXUheMnAH4SewptSYZu_bR3hg16K-MhOltLkaXKAJbMOBg-D-4hBFfpQotN3aeNxaxRsWonNtd9M10Mz-1qw6630Gzj9EYYgEYTudj1D6Eh1OK1RbV7NJrKldFnULDuyFJaOKVTNPHxkfWx9NAO7MhKf4l4mvOUYjY-59JrI1na4anvmUSeMq_Nqhm8BXIHqcZGsLsBfyAtZ6yB-P42s7vpJ&p=5&sk=&fvj=0,,,1,more than 30 days ago,1,1
3923,Honeywell,3556.0,"Kansas City, MO",3.7,"With approximately 132,000 employees worldwide, including more than 22,000 engineers and scientists, we have an unrelenting focus on performance, quality,...",Supervisor Quality,http://www.indeed.com/rc/clk?jk=0e002d7b25a17569&fccid=50208b5bf45ee3b8,,,0,7-12 days ago,1,3
3924,Saint Luke's Health System,48.0,"Kansas City, MO",3.45,"Primary responsibility will be working with other designated Clinical Laboratory Scientists responsible for procedures, quality control, performance improvement...",Clinical Lab Scientist I,http://www.indeed.com/rc/clk?jk=bfac3d9900a3b6b8&fccid=51fa5eb8377b812f,,,0,1-6 days ago,1,3
3925,EMD,30.0,"Kansas City, MO",4.3,"Performs detailed data analysis and maintains relevant data file. Demonstrates potential for technical proficiency, scientific creativity and collaboration with...",Senior Scientist,http://www.indeed.com/rc/clk?jk=53cc13bdea018d68&fccid=cc2996d24faa3cbd,,,0,25-30 days ago,0,3
3926,University of Missouri - Kansas City,16.0,"Kansas City, MO",4.40000025,"Provide assistance to research scientists with ongoing research studies, including subject recruitment, data collection, database entry and management,...","School of Medicine - Research Assistant, 67527",http://www.indeed.com/rc/clk?jk=f99e1f596708088d&fccid=dfeecf08a66565d9,,,0,13-18 days ago,1,3
3927,Merck KGaA,6.0,"Kansas City, MO",4.5,"Performs detailed data analysis and maintains relevant data file. Demonstrates potential for technical proficiency, scientific creativity and collaboration with...",Senior Scientist,http://www.indeed.com/rc/clk?jk=f7316628d72794b9&fccid=68d0e0954a811351,,,0,25-30 days ago,0,3
3928,"Viracor-IBT Laboratories, Inc.",,"Kansas City, MO",,"In California, must be licensed by the State of California Department of Public Health as a Clinical Laboratory Scientist or Clinical Histocompatibility...",CLS - Histocompatibility 1016-325,http://www.indeed.com/rc/clk?jk=d06951b4daeb41cf&fccid=78e00d7db2ccef9c,,,0,19-24 days ago,1,3
3929,Honeywell,3556.0,"Kansas City, MO",3.7,"With approximately 132,000 employees worldwide, including more than 22,000 engineers and scientists, we have an unrelenting focus on performance, quality,...",Electronic Equipment Tech,http://www.indeed.com/rc/clk?jk=31310be07df65044&fccid=50208b5bf45ee3b8,,,0,7-12 days ago,1,3
3930,HDR,126.0,"Kansas City, MO",4.25,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",Utility Mgmt Services-Business System Analyst,http://www.indeed.com/rc/clk?jk=53cae58d4eab6b12&fccid=c3725c584175877c,,,0,more than 30 days ago,1,3
