,company,number_reviews,search_city,star_rating,summary,title,how_paid,annual_salary,is_sponsored,time_since_posted,in_city,page,expensive_city,rating_cat
3828,"Rockbridge Associates, Inc.",0.0,"Washington, DC",,"Learning data visualization techniques. Populating reports with data, beginning to learn advanced data analytical techniques....",Marketing Research Analyst,,,0,more than 30 days ago,0,66,1,no_rating
3830,Booz Allen Hamilton,977.0,"Washington, DC",3.7,Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information;...,"Defense Research Analyst, Junior",,,0,more than 30 days ago,0,66,1,low_rating
3832,"Elite Technical Services, Inc.",0.0,"Washington, DC",,"Enterprise Architecture, Micro Services Architecture, Commercial data feeds, message queue, data ingest, transformation, loading and aggregation techniques and...",Data Architect and Engineering,yearly,155000.0,0,more than 30 days ago,1,66,1,no_rating
3839,Transparency and Accountability Initiative,0.0,"Washington, DC",,"Building on successes to date, which include playing a key role in the establishment and implementation of the Open Government Partnership and helping bridge...",Senior Learning Officer,,,0,more than 30 days ago,1,67,1,no_rating
3844,Piper Clinical Solutions,0.0,"Washington, DC",,"Piper Clinical Solutions is currently looking to hire a Scientist II for our client located in Montgomery County, MD....",Scientist II,,,0,more than 30 days ago,0,67,1,no_rating
3845,The Henry M. Jackson Foundation for the Advancemen...,0.0,"Washington, DC",,Supervise and assist junior scientists and project staff. In Clinical (Research) or Developmental Psychology....,Research Psychologist,,,0,more than 30 days ago,0,67,1,no_rating
3846,"Goldbelt, Inc.",0.0,"Washington, DC",,Serve as a scientific reviewer of data for evaluating toxicity data relating. And coordination of scientific and technical data;...,"Toxicologist, Chemist Level II",,,0,13-18 days ago,0,67,1,no_rating
3847,Center for Cancer Research,0.0,"Washington, DC",,"The CCR comprises more than 2000 scientific staff and provides a protected environment to pursue distinctive basic, translational, and clinical research in a...","Chief, Cancer Data Science Laboratory",,,0,more than 30 days ago,0,67,1,no_rating
3853,Amazon Corporate LLC,10517.0,"Washington, DC",3.6,"Working with scientists and other engineers to investigate design approaches, prototype new technology, and evaluate technical feasibility....","AI Research/Software Development Engineer, Alexa Artificial...",,,1,,0,68,1,low_rating
3854,Knowland,0.0,"Washington, DC",,"Knowland is a globally recognized provider of meeting and group data that offers extensive insight into market analytics, group industry trends, and powerful...",Research Analyst - Bilingual (French & English),,,0,7-12 days ago,1,68,1,no_rating
3855,Conservation International,4.0,"Washington, DC",4.40000025,Ability to work with a diverse set of scientists and non-scientists at Conservation International. Ability to present and discuss the results of the research...,Climate Change Adaptation Science Fellow,,,0,13-18 days ago,0,68,1,high_rating
3857,AstraZeneca,593.0,"Washington, DC",4.3,"Our Statisticians provide highly experienced strategic input, statistical expertise, and leadership to project teams in the design and interpretation of...",Senior Statistician,,,0,more than 30 days ago,0,68,1,high_rating
3858,Booz Allen Hamilton,977.0,"Washington, DC",3.7,"Maintain responsibility for the technical validity of studies and advise acquisition logistics personnel of the results and implications of studies, including...","Operations Research Analyst, Senior",,,0,7-12 days ago,0,68,1,low_rating
3860,ASRC Federal,24.0,"Washington, DC",3.6,Gather project status information and input data into the project schedule. Interface with project resource analysts to ensure correlation of project schedules...,Scheduler/Planner II,,,0,19-24 days ago,0,68,1,low_rating
3861,The Johns Hopkins Applied Physics Laboratory,33.0,"Washington, DC",3.7,"The Johns Hopkins University Applied Physics Laboratory (APL), a national leader in scientific research and development, located midway between Baltimore and...",Deep Learning Postdoctoral Fellow,,,0,more than 30 days ago,0,68,1,low_rating
3862,Engility Corporation,256.0,"Washington, DC",3.6,"Provide relevant functional subject matter expertise, including:. Support studies by developing data visualizations and providing corresponding insights....",Sr. Operations Research/Data Analyst,,,0,more than 30 days ago,0,68,1,low_rating
3863,Vencore,44.0,"Washington, DC",3.5,"Analyzes problems in terms of such factors as user requirements, input data and form, output data form, available computer configuration, processing turnaround...",Remote Sensing Data Scientist,,,0,more than 30 days ago,0,68,1,low_rating
3865,Amazon Corporate LLC,10517.0,"Washington, DC",3.6,"Together with a highly multi-disciplinary team of scientist, engineers, strategic partners, product managers and subject domain experts you will work on...",Data Scientist- Relocation Opportunity,,,1,,0,68,1,low_rating
3869,University of Maryland,423.0,"Washington, DC",4.34999975,"Excel, SQL and SAS are utilized for evaluation, storage and statistical analysis of laboratory data and large data sets....",Analyst (Statistician),,,0,more than 30 days ago,0,69,1,high_rating
3870,The Aerospace Corporation,46.0,"Washington, DC",4.34999975,"The Exploitation, Phenomenology and Analysis Department performs its work at the intersection of hardware system performance, in-scene physical phenomenology,...",EO Remote Sensing Software Development Engineer,,,0,7-12 days ago,0,69,1,high_rating
3872,National Center for Complementary and Integrative...,0.0,"Washington, DC",,The National Center for Complementary and Integrative Health (NCCIH) Laboratory of Clinical Investigation invites applications for a staff scientist focused on...,Staff Scientist Position in Neuroimaging Methods and Analysi...,,,0,more than 30 days ago,0,69,1,no_rating
3874,Centra Technology,2.0,"Washington, DC",3.5,"We offer a full range of benefits, including competitive salary, comprehensive health plan including dental coverage, company-paid life & disability insurance...",China Policy Research Analyst,,,0,25-30 days ago,0,69,1,low_rating
3877,Analytic Services,2.0,"Washington, DC",4.25,The analyst will manage knowledge collaboration systems and ensure Directorate/Department actions are accurate and completed on time....,Project Research Analyst,,,0,19-24 days ago,0,69,1,high_rating
3878,Capital One,3026.0,"Washington, DC",3.7,Work deeply with technologists and data scientists in building cutting edge solutions to speed up decisioning to real-time with advanced modeling techniques....,"Sr. Associate, Digital Product Management",,,0,more than 30 days ago,0,69,1,low_rating
3884,Wood Consulting,3.0,"Washington, DC",3.25,"Individual shall have experience planning, developing, documenting and executing test programs to verify system operability and compliance with project...",Computer Scientist,,,0,more than 30 days ago,0,70,1,low_rating
3885,EMD,31.0,"Washington, DC",4.3,"Follows Study Protocol, SOPs and relevant compliance regulations in regards to assay procedures, safety procedures, scientific responsibility and following GLP...",Associate Scientist (undergrad level) - Immunoassay,,,0,more than 30 days ago,0,70,1,high_rating
3887,Global Solutions Network,0.0,"Washington, DC",,Maintain rosters of scientists; Maintain rosters of scientists invited to participate in SVs; Frame a scheme for all Office of the Scientific Director (OSD)...,Scientific Program Analyst,,,0,more than 30 days ago,0,70,1,no_rating
3888,Capital One,3026.0,"Washington, DC",3.7,"With teams in SF, NYC, and DC, Labs is a cross-functional team of product managers, designers, data scientists, developers, and other innovators who are...","Master Software Engineer, Back End",,,0,more than 30 days ago,0,70,1,low_rating
3889,Fairfax County Government,62.0,"Washington, DC",4.40000025,Leads a team in the development and/or modifications of appropriate monitoring protocols and analyzing collected data to determine trends in stream health and...,Ecologist IV,yearly,96448.0,0,13-18 days ago,0,70,1,high_rating
3890,Booz Allen Hamilton,977.0,"Washington, DC",3.7,"Experience with data mining and machine learning algorithms and approaches. Help lead the design, development, and release of state-of-the-art Cloud-based data...","Data Scientist, Senior",,,0,more than 30 days ago,1,70,1,low_rating
3891,Institutional Shareholder Services,2.0,"Washington, DC",3.5,"Using Policy Engine, a data-driven automation tool for base policy automation, in conjunction with analyst expertise on the subject of corporate governance, the...",6 month assignment - Corporate Governance Custom Research An...,hourly,47840.0,0,19-24 days ago,0,70,1,low_rating
3893,Intelligent Automation,3.0,"Washington, DC",3.4,Work as a part of a small team of engineers and scientists developing advanced signal processing solutions for variety of sensing systems (seismic and RF is of...,Research Scientist - Signal Processing,,,0,more than 30 days ago,0,70,1,low_rating
3899,National Cancer Institute,31.0,"Washington, DC",4.45,"The successful candidate must hold a doctoral degree or equivalent in a relevant discipline (e.g., epidemiology or public health)....",Staff Scientist: Cancer Epidemiology and Genetics,,,0,13-18 days ago,0,71,1,high_rating
3900,EOIR Technologies,22.0,"Washington, DC",4.34999975,"Conducts experiments, investigations, observations and related research studies into the nature and operation of natural phenomena in a particular field, using...",Senior Scientist,,,0,more than 30 days ago,0,71,1,high_rating
3901,Exponent,6.0,"Washington, DC",3.6,"Our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings together more than 90 different disciplines to solve...",Food Scientist,,,0,more than 30 days ago,1,71,1,low_rating
