,artist,track,length,genre,date_entered,date_peaked,weeks_on_chart,best_ranking,weeks_to_peak,Week,Ranking
5404,matchbox twenty,Bent,4.2,Rock,2000-04-29,2000-07-22,39,1.0,12.0,18th_week,3.0
5405,"Carey, Mariah",Thank God I Found You,4.23333333333,Rock,1999-12-11,2000-02-19,20,1.0,10.0,18th_week,57.0
5406,"Hill, Faith",Breathe,4.06666666667,Rap,1999-11-06,2000-04-22,53,2.0,24.0,18th_week,3.0
5407,Mya,Case Of The Ex (Whatcha Gonna Do),3.83333333333,Rock,2000-08-19,2000-12-02,30,2.0,15.0,18th_week,2.0
5408,Dream,He Loves U Not,3.71666666667,Rock,2000-09-30,2000-12-30,28,2.0,13.0,18th_week,3.0
5409,"Braxton, Toni",He Wasn't Man Enough,4.35,Rock,2000-03-18,2000-05-06,37,2.0,7.0,18th_week,14.0
5410,"Anthony, Marc",You Sang To Me,3.83333333333,Latin,2000-02-26,2000-06-03,32,2.0,14.0,18th_week,7.0
5411,98¡,Give Me Just One Night (Una Noche),3.4,Rock,2000-08-19,2000-09-30,20,2.0,6.0,18th_week,84.0
5412,Destiny's Child,Jumpin' Jumpin',3.8,Rock,2000-05-13,2000-08-19,32,3.0,14.0,18th_week,3.0
5413,3 Doors Down,Kryptonite,3.88333333333,Rock,2000-04-08,2000-11-11,53,3.0,31.0,18th_week,18.0
5414,Sisqo,Thong Song,4.08333333333,Rock,2000-01-29,2000-05-20,28,3.0,16.0,18th_week,3.0
5415,"Aguilera, Christina",I Turn To You,4.0,Rock,2000-04-15,2000-07-01,22,3.0,11.0,18th_week,29.0
5416,"Houston, Whitney",My Love Is Your Love,4.26666666667,Rock,1999-09-04,2000-01-08,28,4.0,18.0,18th_week,5.0
5417,Joe,I Wanna Know,4.95,Rock,2000-01-01,2000-07-01,44,4.0,26.0,18th_week,11.0
5418,"Jordan, Montell",Get It On.. Tonite,4.56666666667,Rap,1999-10-23,2000-02-12,32,4.0,16.0,18th_week,4.0
5419,N'Sync,Bye Bye Bye,3.25,Rock,2000-01-29,2000-04-15,23,4.0,11.0,18th_week,12.0
5420,Eminem,The Real Slim Shady,4.7,Rap,2000-05-06,2000-06-24,19,4.0,7.0,18th_week,88.0
5421,Pink,Most Girls,4.1,Rock,2000-08-12,2000-11-25,27,4.0,15.0,18th_week,8.0
5422,"Mumba, Samantha",Gotta Tell You,3.31666666667,Rock,2000-09-09,2000-12-09,22,4.0,13.0,18th_week,17.0
5423,Blaque,Bring It All To Me,3.76666666667,Pop,1999-10-23,2000-01-22,29,5.0,13.0,18th_week,9.0
5424,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3.85,Rap,1999-11-27,2000-01-08,21,5.0,6.0,18th_week,17.0
5425,"Gray, Macy",I Try,3.86666666667,Rock,2000-02-19,2000-05-20,27,5.0,13.0,18th_week,11.0
5426,N'Sync,This I Promise You,4.38333333333,Rock,2000-09-30,2000-12-02,26,5.0,9.0,18th_week,12.0
5427,Ruff Endz,No More,3.93333333333,Rock,2000-07-01,2000-09-02,26,5.0,9.0,18th_week,23.0
5428,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3.9,Rock,2000-01-01,2000-03-18,24,6.0,11.0,18th_week,19.0
5429,Nine Days,Absolutely (Story Of A Girl),3.15,Rock,2000-05-06,2000-07-22,27,6.0,11.0,18th_week,9.0
5430,"Dion, Celine",That's The Way It Is,4.05,Rock,1999-11-13,2000-03-04,28,6.0,16.0,18th_week,8.0
5431,Blink-182,All The Small Things,2.86666666667,Rock,1999-12-04,2000-02-19,23,6.0,11.0,18th_week,16.0
5432,Eiffel 65,Blue (Da Ba Dee),3.48333333333,Electronica,1999-12-11,2000-01-29,20,6.0,7.0,18th_week,60.0
5433,"Badu, Erkyah",Bag Lady,5.05,Rock,2000-08-19,2000-10-07,20,6.0,7.0,18th_week,38.0
5434,Pink,There U Go,3.38333333333,Rock,2000-03-04,2000-04-08,32,7.0,5.0,18th_week,10.0
5435,Creed,Higher,5.26666666667,Rock,1999-09-11,2000-07-22,57,7.0,45.0,18th_week,57.0
5436,Nelly,(Hot S**t) Country Grammar,4.28333333333,Rap,2000-04-29,2000-09-16,34,7.0,20.0,18th_week,11.0
5437,Next,Wifey,4.05,Rock,2000-05-27,2000-09-09,21,7.0,15.0,18th_week,12.0
5438,Kenny G,Auld Lang Syne (The Millenium Mix),7.83333333333,Jazz,1999-12-25,2000-01-08,5,7.0,2.0,18th_week,
5439,Sonique,It Feels So Good,3.8,Rock,2000-01-22,2000-04-22,24,8.0,13.0,18th_week,14.0
5440,"Spears, Britney",Oops!.. I Did It Again,3.5,Rock,2000-04-22,2000-06-10,20,9.0,7.0,18th_week,85.0
5441,"Backstreet Boys, The",Shape Of My Heart,3.81666666667,Rock,2000-10-14,2000-12-02,20,9.0,7.0,18th_week,63.0
5442,Everclear,Wonderful,4.5,Rock,2000-07-08,2000-09-30,21,11.0,12.0,18th_week,28.0
5443,Ja Rule,Between Me And You,4.08333333333,Rap,2000-09-16,2000-11-18,20,11.0,9.0,18th_week,30.0
5444,"Rimes, LeAnn",I Need You,3.7,Country,2000-05-27,2000-08-12,25,11.0,11.0,18th_week,16.0
5445,Smash Mouth,Then The Morning Comes,3.06666666667,Rock,1999-10-30,2000-01-29,26,11.0,13.0,18th_week,23.0
5446,Jay-Z,I Just Wanna Love U (Give It 2 Me),3.83333333333,Rap,2000-10-28,2000-12-30,21,11.0,9.0,18th_week,28.0
5447,Jagged Edge,Let's Get Married,4.38333333333,Rock,2000-05-06,2000-07-29,24,11.0,12.0,18th_week,20.0
5448,Filter,Take A Picture,4.38333333333,Rock,1999-11-27,2000-02-05,20,12.0,10.0,18th_week,24.0
5449,"Martin, Ricky",She Bangs,4.03333333333,Latin,2000-10-07,2000-12-02,18,12.0,8.0,18th_week,100.0
5450,Mystikal,Shake Ya Ass,4.76666666667,Rap,2000-08-12,2000-10-28,20,13.0,11.0,18th_week,30.0
5451,BBMak,Back Here,3.58333333333,Rock,2000-04-29,2000-07-29,31,13.0,13.0,18th_week,16.0
5452,"Spears, Britney",From The Bottom Of My Broken Heart,4.5,Rock,2000-01-29,2000-02-26,20,14.0,4.0,18th_week,92.0
5453,Third Eye Blind,Never Let You Go,3.95,Rock,2000-01-22,2000-04-01,22,14.0,10.0,18th_week,25.0
5454,Red Hot Chili Peppers,Otherside,4.21666666667,Rock,2000-02-12,2000-05-27,22,14.0,15.0,18th_week,16.0
5455,Profyle,Liar,3.95,R&B,2000-09-16,2000-10-28,20,14.0,6.0,18th_week,81.0
5456,Barenaked Ladies,Pinch Me,3.76666666667,Rock,2000-09-09,2000-11-25,21,15.0,11.0,18th_week,20.0
5457,Jagged Edge,He Can't Love U,3.5,Rock,1999-12-11,2000-01-08,20,15.0,4.0,18th_week,65.0
5458,504 Boyz,Wobble Wobble,3.58333333333,Rap,2000-04-15,2000-05-06,18,17.0,3.0,18th_week,96.0
5459,Sting,Desert Rose,3.86666666667,Rock,2000-05-13,2000-08-26,26,17.0,15.0,18th_week,19.0
5460,Jay-Z,Big Pimpin',3.91666666667,Rap,2000-04-22,2000-07-08,20,18.0,11.0,18th_week,33.0
5461,Kid Rock,Only God Knows Why,5.45,Rock,2000-02-19,2000-04-15,20,19.0,8.0,18th_week,62.0
5462,Foo Fighters,Learn To Fly,3.91666666667,Rock,1999-10-16,2000-01-22,21,19.0,14.0,18th_week,30.0
5463,"Dixie Chicks, The",Goodbye Earl,4.31666666667,Country,2000-03-18,2000-05-06,15,19.0,7.0,18th_week,
5464,Guy,Dancin',4.13333333333,R&B,1999-12-18,2000-01-01,11,19.0,2.0,18th_week,
5465,Lil Bow Wow,Bounce With Me,3.36666666667,Rap,2000-08-19,2000-09-16,20,20.0,4.0,18th_week,90.0
5466,Westlife,Swear It Again,4.11666666667,Rock,2000-04-01,2000-07-01,20,20.0,13.0,18th_week,33.0
5467,Train,Meet Virginia,3.91666666667,Rock,1999-10-09,2000-01-22,27,20.0,15.0,18th_week,24.0
5468,"Thomas, Carl",I Wish,3.83333333333,Rock,2000-03-25,2000-05-13,20,20.0,7.0,18th_week,44.0
5469,Hanson,This Time Around,4.23333333333,Country,2000-04-22,2000-05-06,7,20.0,2.0,18th_week,
5470,"Simpson, Jessica",I Think I'm In Love With You,3.53333333333,Pop,2000-07-01,2000-08-12,16,21.0,6.0,18th_week,
5471,Ludacris,What's Your Fantasy,4.26666666667,Rap,2000-09-30,2000-12-16,22,21.0,11.0,18th_week,34.0
5472,Lil' Zane,Callin' Me,3.71666666667,Rap,2000-07-29,2000-09-02,13,21.0,5.0,18th_week,
5473,M2M,Don't Say You Love Me,3.68333333333,Pop,1999-11-20,2000-01-08,12,21.0,7.0,18th_week,
5474,SoulDecision,Faded,3.41666666667,Rock,2000-07-08,2000-09-09,24,22.0,9.0,18th_week,34.0
5475,"Brock, Chad",Yes!,3.36666666667,Country,2000-04-08,2000-07-01,20,22.0,12.0,18th_week,50.0
5476,"Martin, Ricky",Shake Your Bon-Bon,3.13333333333,Latin,1999-11-20,2000-02-12,18,22.0,12.0,18th_week,93.0
5477,Vertical Horizon,You're A God,3.75,Rock,2000-08-26,2000-11-04,21,23.0,10.0,18th_week,41.0
5478,Avant,Separated,4.21666666667,Rock,2000-04-29,2000-05-20,20,23.0,3.0,18th_week,33.0
5479,"Rimes, LeAnn",Big Deal,3.05,Country,1999-10-16,2000-01-01,20,23.0,11.0,18th_week,43.0
5480,IMx,Stay The Night,3.61666666667,Rap,1999-10-09,2000-01-08,20,23.0,13.0,18th_week,71.0
5481,Dr. Dre,The Next Episode,2.63333333333,Rap,2000-05-27,2000-07-29,20,23.0,9.0,18th_week,50.0
5482,"Spears, Britney",Lucky,3.38333333333,Rock,2000-08-12,2000-09-09,11,23.0,4.0,18th_week,
5483,Savage Garden,Crash And Burn,4.68333333333,Rock,2000-04-08,2000-05-27,20,24.0,7.0,18th_week,63.0
5484,Kandi,Don't Think I'm Not,3.83333333333,Rock,2000-08-05,2000-10-07,24,24.0,9.0,18th_week,26.0
5485,Sammie,I Like It,4.15,Rock,2000-01-29,2000-04-15,20,24.0,11.0,18th_week,93.0
5486,Goo Goo Dolls,Broadway,3.9,Rock,2000-04-22,2000-07-01,20,24.0,10.0,18th_week,82.0
5487,"Moore, Mandy",I Wanna Be With You,4.2,Pop,2000-06-17,2000-08-12,23,24.0,8.0,18th_week,
5488,Dr. Dre,Forgot About Dre,3.7,Rap,2000-01-22,2000-03-25,20,25.0,9.0,18th_week,68.0
5489,D'Angelo,Untitled (How Does It Feel),7.16666666667,R&B,2000-01-22,2000-02-19,17,25.0,4.0,18th_week,
5490,"Messina, Jo Dee",That's The Way,3.28333333333,Country,2000-06-24,2000-08-26,20,25.0,9.0,18th_week,46.0
5491,Avant,My First Love,4.46666666667,Rock,2000-11-04,2000-12-16,20,26.0,6.0,18th_week,73.0
5492,Son By Four,A Puro Dolor (Purest Of Pain),3.5,Latin,2000-04-08,2000-08-19,26,26.0,19.0,18th_week,32.0
5493,Da Brat,What'Chu Like,3.95,Rap,2000-06-03,2000-08-12,20,26.0,10.0,18th_week,65.0
5494,DMX,Party Up (Up In Here),3.75,Rap,2000-02-26,2000-04-22,21,27.0,8.0,18th_week,42.0
5495,"Dixie Chicks, The",Cowboy Take Me Away,4.85,Country,1999-11-27,2000-01-29,20,27.0,9.0,18th_week,56.0
5496,"McGraw, Tim",My Next Thirty Years,3.61666666667,Country,2000-10-21,2000-12-16,20,27.0,8.0,18th_week,53.0
5497,"Tritt, Travis",Best Of Intentions,4.25,Country,2000-08-19,2000-12-02,22,27.0,15.0,18th_week,31.0
5498,Alice Deejay,Better Off Alone,6.83333333333,Electronica,2000-04-08,2000-06-03,20,27.0,8.0,18th_week,68.0
5499,Hoku,Another Dumb Blonde,3.78333333333,Pop,2000-02-19,2000-04-08,14,27.0,7.0,18th_week,
5500,"Houston, Whitney",I Learned From The Best,4.3,Rock,2000-02-19,2000-03-25,11,27.0,5.0,18th_week,
5501,Counting Crows,Hanginaround,4.11666666667,Rock,1999-11-06,2000-01-29,20,28.0,12.0,18th_week,59.0
5502,Mary Mary,Shackles (Praise You),3.2,Rock,2000-03-25,2000-05-13,20,28.0,7.0,18th_week,76.0
5503,"Carey, Mariah",Crybaby,5.31666666667,Rock,2000-06-24,2000-06-24,7,28.0,0.0,18th_week,
5504,"McGraw, Tim",My Best Friend,4.55,Country,1999-11-27,2000-01-29,21,29.0,9.0,18th_week,41.0
5505,Sugar Ray,Falls Apart,4.25,Rock,2000-01-15,2000-02-19,20,29.0,5.0,18th_week,97.0
5506,Madonna,American Pie,4.5,Rock,2000-02-19,2000-03-04,9,29.0,2.0,18th_week,
5507,"Jones, Donell",Where I Wanna Be,6.36666666667,Rock,2000-04-22,2000-07-08,20,29.0,11.0,18th_week,49.0
5508,"Paisley, Brad",We Danced,3.75,Country,2000-10-14,2000-12-16,20,29.0,9.0,18th_week,84.0
5509,Lonestar,What About Now,3.5,Country,2000-06-10,2000-08-19,20,30.0,10.0,18th_week,60.0
5510,"Backstreet Boys, The",The One,3.76666666667,Rock,2000-05-27,2000-07-01,15,30.0,5.0,18th_week,
5511,"Keith, Toby",How Do You Like Me Now?!,3.48333333333,Country,2000-01-29,2000-04-08,20,31.0,10.0,18th_week,51.0
5512,"Strait, George",The Best Day,3.4,Country,2000-01-29,2000-04-22,20,31.0,12.0,18th_week,49.0
5513,"Dixie Chicks, The",Without You,3.53333333333,Country,2000-10-07,2000-12-23,20,31.0,11.0,18th_week,43.0
5514,Musiq,Just Friends (Sunny),4.03333333333,Rap,2000-10-14,2000-12-30,20,31.0,11.0,18th_week,54.0
5515,"McEntire, Reba",What Do You Say,3.43333333333,Country,1999-10-30,2000-01-29,20,31.0,13.0,18th_week,60.0
5516,"Braxton, Toni",Just Be A Man About It,4.16666666667,Rock,2000-07-29,2000-09-02,20,32.0,5.0,18th_week,84.0
5517,"Iglesias, Enrique",Rhythm Divine,7.58333333333,Latin,1999-12-04,2000-01-22,17,32.0,7.0,18th_week,
5518,"Fabian, Lara",I Will Love Again,3.71666666667,Pop,2000-06-10,2000-08-12,17,32.0,9.0,18th_week,
5519,Bon Jovi,It's My Life,3.73333333333,Rock,2000-08-12,2000-09-30,20,33.0,7.0,18th_week,84.0
5520,"Evans, Sara",Born To Fly,5.6,Country,2000-10-21,2000-12-30,20,34.0,10.0,18th_week,74.0
5521,"Chesney, Kenny",I Lost It,3.9,Country,2000-10-21,2000-12-23,20,34.0,9.0,18th_week,88.0
5522,J-Shin,One Night Stand,4.56666666667,R&B,1999-12-25,2000-02-26,17,34.0,9.0,18th_week,
5523,Eve,Love Is Blind,3.85,Rap,2000-01-08,2000-02-19,16,34.0,6.0,18th_week,
5524,Aaliyah,I Don't Wanna,4.25,Rock,2000-01-29,2000-03-04,20,35.0,5.0,18th_week,67.0
5525,"Montgomery, John Michael",The Little Girl,3.86666666667,Country,2000-09-09,2000-10-28,20,35.0,7.0,18th_week,83.0
5526,"Carter, Aaron",Aaron's Party (Come Get It),3.38333333333,R&B,2000-08-26,2000-09-16,15,35.0,3.0,18th_week,
5527,"Vassar, Phil",Just Another Day In Paradise,3.9,Country,2000-09-30,2000-12-02,20,35.0,9.0,18th_week,70.0
5528,Ice Cube,You Can Do It,4.33333333333,Rap,1999-12-04,2000-01-15,12,35.0,6.0,18th_week,
5529,"Wills, Mark",Back At One,4.0,Country,2000-01-15,2000-02-26,18,36.0,6.0,18th_week,99.0
5530,Lucy Pearl,Dance Tonight,3.75,R&B,2000-05-20,2000-07-29,19,36.0,10.0,18th_week,86.0
5531,"Jackson, Alan",It Must Be Love,2.88333333333,Country,2000-06-24,2000-09-02,20,37.0,10.0,18th_week,80.0
5532,"Griggs, Andy",She's More,3.31666666667,Country,2000-03-11,2000-06-10,20,37.0,13.0,18th_week,73.0
5533,No Doubt,Simple Kind Of Life,4.18333333333,Rock,2000-07-01,2000-07-22,13,38.0,3.0,18th_week,
5534,"Jean, Wyclef",911,4.0,Rap,2000-10-07,2000-11-25,19,38.0,7.0,18th_week,85.0
5535,Rascal Flatts,Prayin' For Daylight,3.6,Country,2000-05-06,2000-08-12,20,38.0,14.0,18th_week,65.0
5536,Vitamin C,Graduation (Friends Forever),4.38333333333,Rock,2000-04-15,2000-06-10,12,38.0,8.0,18th_week,
5537,"Gilman, Billy",One Voice,4.11666666667,Country,2000-06-17,2000-09-02,19,38.0,11.0,18th_week,95.0
5538,Lonestar,Smile,3.55,Country,1999-12-18,2000-02-12,20,39.0,8.0,18th_week,78.0
5539,"Rogers, Kenny",Buy Me A Rose,3.76666666667,Country,2000-03-11,2000-05-06,20,40.0,8.0,18th_week,84.0
5540,"Lawrence, Tracy",Lessons Learned,2.91666666667,Country,2000-01-29,2000-04-08,20,40.0,10.0,18th_week,99.0
5541,"Strait, George",Go On,3.8,Country,2000-08-26,2000-10-28,20,40.0,9.0,18th_week,88.0
5542,Sisqo,Got To Get It,3.86666666667,Rock,1999-11-20,2000-01-22,20,40.0,9.0,18th_week,82.0
5543,Baha Men,Who Let The Dogs Out,3.28333333333,R&B,2000-07-22,2000-10-21,20,40.0,13.0,18th_week,65.0
5544,"Walker, Clay",The Chain Of Love,5.05,Country,2000-04-15,2000-06-10,20,40.0,8.0,18th_week,94.0
5545,"McBride, Martina",Love's The Only House,5.21666666667,Country,2000-02-05,2000-04-15,20,42.0,10.0,18th_week,93.0
5546,Amber,Sexual (Li Da Di),4.63333333333,Rock,1999-07-17,2000-02-12,29,42.0,30.0,18th_week,
5547,"Tippin, Aaron",Kiss This,2.88333333333,Country,2000-08-26,2000-10-21,20,42.0,8.0,18th_week,92.0
5548,SheDaisy,I Will.. But,3.66666666667,Country,2000-07-15,2000-09-16,20,43.0,9.0,18th_week,81.0
5549,"Raye, Collin",Couldn't Last A Moment,3.66666666667,Country,2000-03-18,2000-06-24,20,43.0,14.0,18th_week,66.0
5550,Black Rob,Whoa!,4.06666666667,Rap,2000-03-04,2000-04-15,17,43.0,6.0,18th_week,
5551,"Jackson, Alan",Pop A Top,3.06666666667,Country,1999-11-13,2000-01-22,17,43.0,10.0,18th_week,100.0
5552,"Black, Clint",Been There,5.46666666667,Country,2000-02-19,2000-04-15,20,44.0,8.0,18th_week,87.0
5553,Common,The Light,3.91666666667,Rap,2000-08-05,2000-09-09,19,44.0,5.0,18th_week,93.0
5554,"Vassar, Phil",Carlene,4.11666666667,Country,2000-03-04,2000-04-22,19,45.0,7.0,18th_week,96.0
5555,"Jackson, Alan",www.memory,2.6,Country,2000-11-04,2000-12-23,15,45.0,7.0,18th_week,
5556,Vitamin C,The Itch,3.5,Rock,2000-12-02,2000-12-16,9,45.0,2.0,18th_week,
5557,"Eastsidaz, The",G'D Up,4.45,Rap,2000-01-08,2000-02-12,14,47.0,5.0,18th_week,
5558,Ideal,Whatever,3.8,R&B,2000-06-10,2000-08-19,18,47.0,10.0,18th_week,90.0
5559,"Thomas, Carl",Emotional,4.51666666667,Rock,2000-11-25,2000-12-30,20,47.0,5.0,18th_week,82.0
5560,Ginuwine,None Of Ur Friends Business,4.2,Rock,1999-12-11,2000-01-22,15,48.0,6.0,18th_week,
5561,"Davidson, Clay",Unconditional,3.93333333333,Country,2000-03-25,2000-06-17,20,49.0,12.0,18th_week,62.0
5562,DMX,What You Want,4.08333333333,Rap,2000-07-01,2000-09-23,20,49.0,12.0,18th_week,89.0
5563,"John, Elton",Someday Out Of The Blue,4.68333333333,Rock,2000-04-22,2000-05-06,15,49.0,2.0,18th_week,
5564,Pearl Jam,Nothing As It Seems,5.33333333333,Rock,2000-05-13,2000-05-13,6,49.0,0.0,18th_week,
5565,Mya,The Best Of Me,4.2,Rock,2000-04-15,2000-05-20,17,50.0,5.0,18th_week,
5566,"Heatherly, Eric",Flowers On The Wall,3.26666666667,Country,2000-04-29,2000-08-12,20,50.0,15.0,18th_week,77.0
5567,Eminem,Stan,5.43333333333,Rap,2000-11-04,2000-12-02,15,51.0,4.0,18th_week,
5568,"McEntire, Reba",I'll Be,4.38333333333,Country,2000-05-13,2000-07-29,20,51.0,11.0,18th_week,91.0
5569,"Lopez, Jennifer",Feelin' Good,4.46666666667,Latin,2000-02-19,2000-04-08,17,51.0,7.0,18th_week,82.0
5570,"Urban, Keith",Your Everything,4.16666666667,Country,2000-07-15,2000-09-16,16,51.0,9.0,18th_week,
5571,TLC,Dear Lie,4.6,Rock,2000-02-12,2000-03-04,7,51.0,3.0,18th_week,
5572,"Gill, Vince",Feels Like Love,4.21666666667,Country,2000-09-02,2000-11-18,20,52.0,11.0,18th_week,99.0
5573,"Houston, Whitney",Could I Have This Kiss Forever,3.9,Rock,2000-06-17,2000-08-05,19,52.0,7.0,18th_week,100.0
5574,Bloodhound Gang,The Bad Touch,4.33333333333,R&B,2000-03-18,2000-04-15,12,52.0,4.0,18th_week,
5575,"Williams, Robbie",Angels,3.93333333333,Rock,1999-11-20,2000-01-22,19,53.0,9.0,18th_week,89.0
5576,"Messina, Jo Dee",Because You Love Me,3.83333333333,Country,2000-01-29,2000-03-11,13,53.0,6.0,18th_week,
5577,"Keith, Toby",Country Comes To Town,3.65,Country,2000-08-05,2000-10-14,15,54.0,10.0,18th_week,
5578,Beenie Man,Girls Dem Sugar,4.28333333333,Reggae,2000-10-21,2000-12-02,15,54.0,6.0,18th_week,
5579,"Hill, Faith",Let's Make Love,4.18333333333,Rap,2000-08-12,2000-10-21,14,54.0,10.0,18th_week,
5580,Kelis,Caught Out There,4.15,R&B,1999-12-04,2000-01-08,12,54.0,5.0,18th_week,
5581,Jay-Z,Anything,3.68333333333,Rap,2000-02-26,2000-03-11,8,55.0,2.0,18th_week,
5582,3 Doors Down,Loser,4.4,Rock,2000-10-21,2000-12-02,20,55.0,6.0,18th_week,67.0
5583,Brooks & Dunn,You'll Always Be Loved By Me,2.96666666667,Country,2000-06-10,2000-09-09,19,55.0,13.0,18th_week,100.0
5584,"Chesney, Kenny",What I Need To Do,4.08333333333,Country,2000-04-01,2000-06-10,17,56.0,10.0,18th_week,
5585,"Stone, Angie",No More Rain (In This Cloud),4.7,R&B,1999-12-25,2000-01-22,17,56.0,4.0,18th_week,
5586,Da Brat,That's What I'm Looking For,3.73333333333,Rap,2000-02-26,2000-04-15,18,56.0,7.0,18th_week,100.0
5587,SheDaisy,This Woman Needs,3.33333333333,Country,2000-02-05,2000-03-04,9,57.0,4.0,18th_week,
5588,Papa Roach,Last Resort,3.31666666667,Rock,2000-07-29,2000-12-02,20,57.0,18.0,18th_week,64.0
5589,"Adams, Yolanda",Open My Heart,5.5,Gospel,2000-08-26,2000-10-21,20,57.0,8.0,18th_week,71.0
5590,Shyne,Bad Boyz,4.36666666667,Rap,2000-09-09,2000-10-28,15,57.0,7.0,18th_week,
5591,R.E.M.,The Great Beyond,4.16666666667,Rock,1999-12-25,2000-01-29,14,57.0,5.0,18th_week,
5592,"Diffie, Joe",It's Always Somethin',2.91666666667,Country,2000-08-12,2000-09-16,14,57.0,5.0,18th_week,
5593,"McGraw, Tim",Some Things Never Change,3.93333333333,Country,2000-05-13,2000-07-01,14,58.0,7.0,18th_week,
5594,"Henley, Don",Taking You Home,4.13333333333,Rock,2000-06-24,2000-08-05,20,58.0,6.0,18th_week,90.0
5595,Eminem,The Way I Am,4.66666666667,Rap,2000-08-26,2000-09-30,10,58.0,5.0,18th_week,
5596,Nas,You Owe Me,3.85,R&B,2000-03-25,2000-04-15,16,59.0,3.0,18th_week,
5597,Sister Hazel,Change Your Mind,4.03333333333,Rock,2000-07-15,2000-08-05,20,59.0,3.0,18th_week,98.0
5598,Puff Daddy,Best Friend,5.55,Rap,2000-02-12,2000-02-19,5,59.0,1.0,18th_week,
5599,"McBride, Martina",There You Are,3.43333333333,Country,2000-09-09,2000-10-21,13,60.0,6.0,18th_week,
5600,Usher,Pop Ya Collar,3.6,Rock,2000-11-04,2000-11-18,7,60.0,2.0,18th_week,
5601,Lil' Kim,No Matter What They Say,4.2,Rap,2000-07-15,2000-08-05,10,60.0,3.0,18th_week,
5602,LFO,I Don't Wanna Kiss You Goodnight,5.0,Rock,2000-04-15,2000-04-22,5,61.0,1.0,18th_week,
5603,SheDaisy,Deck The Halls,3.76666666667,Country,1999-12-25,2000-01-01,2,61.0,1.0,18th_week,
5604,Splender,I Think God Can Explain,3.91666666667,R&B,2000-06-10,2000-06-24,12,62.0,2.0,18th_week,
5605,"Simpson, Jessica",Where You Are,3.85,Rock,2000-04-01,2000-04-15,6,62.0,2.0,18th_week,
5606,M2M,Mirror Mirror,3.31666666667,Pop,2000-04-01,2000-05-27,18,62.0,8.0,18th_week,96.0
5607,Kumbia Kings,U Don't Love Me,3.83333333333,R&B,2000-03-04,2000-03-18,10,62.0,2.0,18th_week,
5608,Joe,Treat Her Like A Lady,4.2,Rock,2000-08-05,2000-08-19,17,63.0,2.0,18th_week,
5609,"Blige, Mary J.",Deep Inside,5.43333333333,Rock,1999-11-13,2000-01-22,15,63.0,10.0,18th_week,
5610,"Price, Kelly",You Should've Told Me,3.2,Rock,2000-09-23,2000-12-02,20,64.0,10.0,18th_week,85.0
5611,Changing Faces,That Other Woman,4.0,Rock,2000-09-30,2000-10-28,11,64.0,4.0,18th_week,
5612,"Wright, Chely",It Was,3.85,R&B,2000-03-04,2000-04-15,10,64.0,6.0,18th_week,
5613,Limp Bizkit,Rollin',4.06666666667,Rock,2000-11-11,2000-12-09,17,65.0,4.0,18th_week,
5614,Hot Boys,I Need A Hot Girl,4.26666666667,Rap,2000-02-19,2000-03-11,13,65.0,3.0,18th_week,
5615,Jay-Z,Do It Again (Put Ya Hands Up),3.78333333333,Rap,2000-01-15,2000-01-29,9,65.0,2.0,18th_week,
5616,"Adkins, Trace",More,3.08333333333,Country,2000-04-29,2000-06-17,11,65.0,7.0,18th_week,
5617,"Dixie Chicks, The",Cold Day In July,5.2,Country,2000-06-24,2000-08-05,10,65.0,6.0,18th_week,
5618,"Price, Kelly",As We Lay,6.33333333333,Rock,2000-07-15,2000-08-05,8,64.0,3.0,18th_week,
5619,DMX,What's My Name,3.83333333333,Rap,2000-01-15,2000-02-12,11,67.0,4.0,18th_week,
5620,"Martin, Ricky",Private Emotion,4.03333333333,Latin,2000-03-11,2000-03-18,5,67.0,1.0,18th_week,
5621,Nine Days,If I Am,4.3,Rock,2000-12-02,2000-12-02,5,68.0,0.0,18th_week,
5622,"Blige, Mary J.",Give Me You,5.0,Rock,2000-04-15,2000-05-13,9,68.0,4.0,18th_week,
5623,Red Hot Chili Peppers,Californication,5.35,Rock,2000-07-29,2000-10-14,19,69.0,11.0,18th_week,89.0
5624,Third Eye Blind,Deep Inside Of You,4.16666666667,Rock,2000-09-02,2000-10-07,12,69.0,5.0,18th_week,
5625,"Brooks, Garth",Do What You Gotta Do,2.93333333333,Country,2000-02-19,2000-03-18,6,69.0,4.0,18th_week,
5626,"Offspring, The",Original Prankster,3.7,Rock,2000-11-25,2000-12-09,9,70.0,2.0,18th_week,
5627,"Anthony, Marc",My Baby You,3.98333333333,Latin,2000-09-16,2000-10-07,20,70.0,3.0,18th_week,94.0
5628,"Houston, Whitney","Same Script, Different Cast",4.75,Rock,2000-06-17,2000-07-15,9,70.0,4.0,18th_week,
5629,D'Angelo,Left & Right,4.58333333333,R&B,1999-12-11,2000-01-01,5,70.0,3.0,18th_week,
5630,"Kravitz, Lenny",I Belong To You,4.28333333333,Rock,2000-03-25,2000-04-08,9,71.0,2.0,18th_week,
5631,"Loveless, Patty",That's The Kind Of Mood I'm In,3.45,Country,2000-09-16,2000-11-18,14,71.0,9.0,18th_week,
5632,Q-Tip,Breathe And Stop,4.1,Rock,2000-01-22,2000-01-22,5,71.0,0.0,18th_week,
